Name,InChIKey,Mix label,Exact Mass,Formula,[M+H]+,[M+NH4]+,[M+Na]+
Isovaleryl-L-carnitine,IGQBPDJNUXPEMT-UHFFFAOYSA-N,BACSMLS 3,245.16271,C12H23NO4,246.1699892,263.1965292,268.1519292
Linoleyl carnitine,MJLXQSQYKZWZCB-DQFWFXSYSA-N,BACSMLS 3,423.33486,C25H45NO4,424.3421399,441.3686799,446.3240799
Murideoxycholic acid,DGABKXLVXPYZII-PLYQRAMGSA-N,BACSMLS 3,392.29266,C24H40O4,393.2999408,410.3264808,415.2818808
Nordeoxycholic acid,PLRQOCVIINWCFA-AHFDLSHQSA-N,BACSMLS 3,378.27701,C23H38O4,379.2842907,396.3108307,401.2662307
Propionyl-L-carnitine,UFAHZIUFPNSHSL-UHFFFAOYSA-N,BACSMLS 3,217.13141,C10H19NO4,218.1386891,235.1652291,240.1206291
Taurochenodeoxycholic acid,BHTRKEVKTKCXOH-BJLOMENOSA-N,BACSMLS 3,499.29676,C26H45NO6S,500.3040403,517.3305803,522.2859803
Tauro-α-Muricholic acid,XSOLDPYUICCHJX-OEYGYFRSSA-N,BACSMLS 3,515.29167,C26H45NO7S,516.298955,533.325495,538.280895
Ursocholic acid,BHQCQFFYRZLCQQ-UTLSPDKDSA-N,BACSMLS 3,408.28757,C24H40O5,409.2948554,426.3213954,431.2767954
3-Hydroxyhexadecanoylcarnitine,XKAZIAFZAQAHHG-UHFFFAOYSA-N,BACSMLS 4,415.32977,C23H45NO5,416.3370546,433.3635946,438.3189946
7α-Hydroxycholesterol,OYXZMSRRJOYLLO-RVOWOUOISA-N,BACSMLS 4,402.34978,C27H46O2,403.3570617,420.3836017,425.3390017
Allocholic acid,BHQCQFFYRZLCQQ-PGHAKIONSA-N,BACSMLS 4,408.28757,C24H40O5,409.2948554,426.3213954,431.2767954
Glycodeoxycholic acid,WVULKSPCQVQLCU-BUXLTGKBSA-N,BACSMLS 4,449.31412,C26H43NO5,450.3214045,467.3479445,472.3033445
Methylglutaryl-L-carnitine,HFCPFJNSBPQJDP-UHFFFAOYSA-N,BACSMLS 4,289.15254,C13H23NO6,290.1598185,307.1863585,312.1417585
Myristoyl-L-carnitine,PSHXNVGSVNEJBD-LJQANCHMSA-N,BACSMLS 4,371.30356,C21H41NO4,372.3108398,389.3373798,394.2927798
Octadecanoylcarnitine,FNPHNLNTJNMAEE-HSZRJFAPSA-N,BACSMLS 4,427.36616,C25H49NO4,428.3734401,445.3999801,450.3553801
Octanoyl-L-carnitine,CXTATJFJDMJMIY-CYBMUJFWSA-N,BACSMLS 4,287.20966,C15H29NO4,288.2169394,305.2434794,310.1988794
Octenoyl-L-carnitine,LOSHAHDSFZXVCT-LXKVQUBZSA-N,BACSMLS 4,285.19401,C15H27NO4,286.2012894,303.2278294,308.1832294
Oleoylcarnitine,IPOLTUVFXFHAHI-WHIOSMTNSA-N,BACSMLS 4,425.35051,C25H47NO4,426.35779,443.38433,448.33973
Propionyl-L-carnitine,UFAHZIUFPNSHSL-UHFFFAOYSA-N,BACSMLS 4,217.13141,C10H19NO4,218.1386891,235.1652291,240.1206291
Succinylcarnitine,HAEVNYBCYZZDFL-MRVPVSSYSA-N,BACSMLS 4,261.121,C11H19NO6,262.1285183,279.1550583,284.1104583
Tiglylcarnitine,WURBQCVBQNMUQT-OLKPEBQYSA-N,BACSMLS 4,243.14706,C12H21NO4,244.1543392,261.1808792,266.1362792
"Cholesterol 5α,6α-epoxide",PRYIJAGAEJZDBO-ZEQHCUNVSA-N,BACSMLS 5,402.34978,C27H46O2,403.3570617,420.3836017,425.3390017
Gama-Muricholic acid,DKPMWHFRUGMUKF-KWXDGCAGSA-N,BACSMLS 5,408.28757,C24H40O5,409.2948554,426.3213954,431.2767954
10-hydroxy-2-decenoic acid,QHBZHVUGQROELI-SOFGYWHQSA-N,FAMLS 1,186.12559,C10H18O3,187.1328754,204.1594154,209.1148154
10-Methyloctadecanoic acid,BEOUGZFCUMNGOU-UHFFFAOYSA-N,FAMLS 1,298.28718,C19H38O2,299.2944615,316.3210015,321.2764015
10Z-Nonadecenoic acid,BBOWBNGUEWHNQZ-KTKRTIGZSA-N,FAMLS 1,296.27153,C19H36O2,297.2788114,314.3053514,319.2607514
11-Octadecen-9-ynoic acid,VENIIVIRETXKSV-BQYQJAHWSA-N,FAMLS 1,278.22458,C18H30O2,279.2318612,296.2584012,301.2138012
11-Octadecenoic acid,UWHZIFQPPBDJPM-BQYQJAHWSA-N,FAMLS 1,282.25588,C18H34O2,283.2631613,300.2897013,305.2451013
12-hydroxy-9-cis-octadecenoic acid,WBHHMMIMDMUBKC-QJWNTBNXSA-N,FAMLS 1,298.25079,C18H34O3,299.258076,316.284616,321.240016
12-Methyltetradecanoic acid,XKLJLHAPJBUBNL-UHFFFAOYSA-N,FAMLS 1,242.22458,C15H30O2,243.2318612,260.2584012,265.2138012
12-Methyltridecanoic acid,YYVJAABUJYRQJO-UHFFFAOYSA-N,FAMLS 1,228.20893,C14H28O2,229.2162111,246.2427511,251.1981511
"13,16-docosadienoic acid",HVGRZDASOHMCSK-HZJYTTRNSA-N,FAMLS 1,336.30283,C22H40O2,337.3101115,354.3366515,359.2920515
14-methylpentadecanoic acid,ZONJATNKKGGVSU-UHFFFAOYSA-N,FAMLS 1,256.24023,C16H32O2,257.2475113,274.2740513,279.2294513
15-Methylhexadecanoic acid,IIUXHTGBZYEGHI-UHFFFAOYSA-N,FAMLS 1,270.25588,C17H34O2,271.2631613,288.2897013,293.2451013
16-Methylheptadecanoic acid,XDOFQFKRPWOURC-UHFFFAOYSA-N,FAMLS 1,284.27153,C18H36O2,285.2788114,302.3053514,307.2607514
17-Octadecynoic acid,DZIILFGADWDKMF-UHFFFAOYSA-N,FAMLS 1,280.24023,C18H32O2,281.2475113,298.2740513,303.2294513
"2,4‑hexa-2,4‑dienedioic acid",TXXHDPDFNKHHGW-CCAGOZQPSA-N,FAMLS 1,142.02661,C6H6O4,143.0338897,160.0604297,165.0158297
2-Butenoic acid,LDHQCZJRKDOVOX-NSCUHMNNSA-N,FAMLS 1,86.03678,C4H6O2,87.04406043,104.0706004,109.0260004
2-Ethyl-2-hydroxybutyric acid,LXVSANCQXSSLPA-UHFFFAOYSA-N,FAMLS 1,132.07864,C6H12O3,133.0859252,150.1124652,155.0678652
2-Ethyl-2-propenoic acid,WROUWQQRXUBECT-UHFFFAOYSA-N,FAMLS 1,100.05243,C5H8O2,101.0597105,118.0862505,123.0416505
2-Hydroxy-2-methylbutyric acid,MBIQENSCDNJOIY-UHFFFAOYSA-N,FAMLS 1,118.06299,C5H10O3,119.0702752,136.0968152,141.0522152
2-Hydroxyhexadecanoic acid,JGHSBPIZNUXPLA-UHFFFAOYSA-N,FAMLS 1,272.23514,C16H32O3,273.2424259,290.2689659,295.2243659
Undecylenic acid,FRPZMMHWLSIFAZ-UHFFFAOYSA-N,FAMLS 1,184.14633,C11H20O2,185.1536109,202.1801509,207.1355509
14-Methylhexadecanoic acid,FXUKWLSZZHVEJD-UHFFFAOYSA-N,FAMLS 2,270.25588,C17H34O2,271.2631613,288.2897013,293.2451013
2-Hydroxyhexanoic acid,NYHNVHGFPZAZGA-UHFFFAOYSA-N,FAMLS 2,132.07864,C6H12O3,133.0859252,150.1124652,155.0678652
2-Hydroxytetradecanoic acid,JYZJYKOZGGEXSX-UHFFFAOYSA-N,FAMLS 2,244.20384,C14H28O3,245.2111258,262.2376658,267.1930658
2‑methylbut-2‑enoic acid,UIERETOOQGIECD-ONEGZZNKSA-N,FAMLS 2,100.05243,C5H8O2,101.0597105,118.0862505,123.0416505
2-Methylbutyric acid,WLAMNBDJUVNPJU-UHFFFAOYSA-N,FAMLS 2,102.06808,C5H10O2,103.0753606,120.1019006,125.0573006
2-Methylheptanoic acid,NKBWMBRPILTCRD-UHFFFAOYSA-N,FAMLS 2,144.11503,C8H16O2,145.1223108,162.1488508,167.1042508
2-Octenoic acid,CWMPPVPFLSZGCY-UHFFFAOYSA-N,FAMLS 2,142.09938,C8H14O2,143.1066607,160.1332007,165.0886007
"3,3-dimethylpentanedioate",DUHQIGLHYXLKAE-UHFFFAOYSA-N,FAMLS 2,160.07356,C7H12O4,161.0808399,178.1073799,183.0627799
3-Hexenoic acid,XXHDAWYDNSXJQM-ONEGZZNKSA-N,FAMLS 2,114.06808,C6H10O2,115.0753606,132.1019006,137.0573006
3-Hydroxyoctanoic acid,NDPLAKGOSZHTPH-UHFFFAOYSA-N,FAMLS 2,160.10994,C8H16O3,161.1172254,178.1437654,183.0991654
5-Dodecenoic acid,IJBFSOLHRKELLR-FPLPWBNLSA-N,FAMLS 2,198.16198,C12H22O2,199.1692609,216.1958009,221.1512009
6-Octadecenoic acid,CNVZJPUDSLNTQU-SEYXRHQNSA-N,FAMLS 2,282.25588,C18H34O2,283.2631613,300.2897013,305.2451013
"6Z,9Z,12Z,15Z-Octadecatetraenoic acid",JIWBIWFOSCKQMA-LTKCOYKYSA-N,FAMLS 2,276.20893,C18H28O2,277.2162111,294.2427511,299.1981511
"6Z,9Z,12Z-Octadecatrienoic acid",VZCCETWTMQHEPK-QNEBEIHSSA-N,FAMLS 2,278.22458,C18H30O2,279.2318612,296.2584012,301.2138012
"7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",YUFFSWGQGVEMMI-JLNKQSITSA-N,FAMLS 2,330.25588,C22H34O2,331.2631613,348.2897013,353.2451013
"8Z,11Z,14Z Eicosatrienoic acid",HOBAELRKJCKHQD-QNEBEIHSSA-N,FAMLS 2,306.25588,C20H34O2,307.2631613,324.2897013,329.2451013
"9,10-Methylene-9-octadecenoic acid",PQRKPYLNZGDCFH-UHFFFAOYSA-N,FAMLS 2,294.25588,C19H34O2,295.2631613,312.2897013,317.2451013
9-Decenoic acid,KHAVLLBUVKBTBG-UHFFFAOYSA-N,FAMLS 2,170.13068,C10H18O2,171.1379608,188.1645008,193.1199008
Trihydroxypalmitic acid,MEHUJCGAYMDLEL-UHFFFAOYSA-N,FAMLS 2,304.22497,C16H32O5,305.2322551,322.2587951,327.2141951
Undecanoic acid,ZDPHROOEEOARMN-UHFFFAOYSA-N,FAMLS 2,186.16198,C11H22O2,187.1692609,204.1958009,209.1512009
2-Hydroxy-4-methylpentanoic acid,LVRFTAZAXQPQHI-YFKPBYRVSA-N,FAMLS 3,132.07864,C6H12O3,133.0859252,150.1124652,155.0678652
2-Methyl-4-pentenoic acid,HVRZYSHVZOELOH-UHFFFAOYSA-N,FAMLS 3,114.06808,C6H10O2,115.0753606,132.1019006,137.0573006
"9Z,11E-Octadecadienoic acid",JBYXPOFIGCOSSB-GOJKSUSPSA-N,FAMLS 3,280.24023,C18H32O2,281.2475113,298.2740513,303.2294513
"9Z,12Z,15Z-Octadecatrienoic acid",DTOSIQBPPRVQHS-PDBXOOCHSA-N,FAMLS 3,278.22458,C18H30O2,279.2318612,296.2584012,301.2138012
9Z-Tetradecenoic acid,YWWVWXASSLXJHU-WAYWQWQTSA-N,FAMLS 3,226.19328,C14H26O2,227.2005611,244.2271011,249.1825011
Cis-2-Decenoic acid,WXBXVVIUZANZAU-CMDGGOBGSA-N,FAMLS 3,170.13068,C10H18O2,171.1379608,188.1645008,193.1199008
Dihydrolipoate,IZFHEQBZOYJLPK-UHFFFAOYSA-N,FAMLS 3,208.05917,C8H16O2S2,209.0664531,226.0929931,231.0483931
Docosanoic acid,UKMSUNONTOPOIO-UHFFFAOYSA-N,FAMLS 3,340.33413,C22H44O2,341.3414117,358.3679517,363.3233517
Docosapentaenoic acid,YEKFYCQGYMVFKR-MBFZXKRTSA-N,FAMLS 3,330.25588,C22H34O2,331.2631613,348.2897013,353.2451013
Docosatetraenoic acid,TWSWSIQAPQLDBP-DOFZRALJSA-N,FAMLS 3,332.27153,C22H36O2,333.2788114,350.3053514,355.2607514
Docosatrienoic acid,WBBQTNCISCKUMU-IUQGRGSQSA-N,FAMLS 3,334.28718,C22H38O2,335.2944615,352.3210015,357.2764015
Dodec-2-enedioic acid,MAZWDMBCPDUFDJ-VQHVLOKHSA-N,FAMLS 3,228.13616,C12H20O4,229.1434401,246.1699801,251.1253801
Eicosadienoic acid,XSXIVVZCUAHUJO-HZJYTTRNSA-N,FAMLS 3,308.27153,C20H36O2,309.2788114,326.3053514,331.2607514
Eicosatetraenoic acid,HQPCSDADVLFHHO-GFRMADBLSA-N,FAMLS 3,304.24023,C20H32O2,305.2475113,322.2740513,327.2294513
Eicosenoic acid,BITHHVVYSMSWAG-KTKRTIGZSA-N,FAMLS 3,310.28718,C20H38O2,311.2944615,328.3210015,333.2764015
Heneicosanoic acid,CKDDRHZIAZRDBW-UHFFFAOYSA-N,FAMLS 3,326.31848,C21H42O2,327.3257616,344.3523016,349.3077016
Heptacosanoic acid,VXZBFBRLRNDJCS-UHFFFAOYSA-N,FAMLS 3,410.41238,C27H54O2,411.419662,428.446202,433.401602
Hexacosanoic acid,XMHIUKTWLZUKEX-UHFFFAOYSA-N,FAMLS 3,396.39673,C26H52O2,397.4040119,414.4305519,419.3859519
Isovaleric acid,GWYFCOCPABKNJV-UHFFFAOYSA-N,FAMLS 3,102.06808,C5H10O2,103.0753606,120.1019006,125.0573006
Nonadecanoic acid,ISYWECDDZWTKFF-UHFFFAOYSA-N,FAMLS 3,298.28718,C19H38O2,299.2944615,316.3210015,321.2764015
17-Methyloctadecanoic acid,YETXGSGCWODRAA-UHFFFAOYSA-N,FAMLS 4,298.28718,C19H38O2,299.2944615,316.3210015,321.2764015
"5Z,8Z,11Z Eicosatrienoic acid",UNSRRHDPHVZAHH-YOILPLPUSA-N,FAMLS 4,306.25588,C20H34O2,307.2631613,324.2897013,329.2451013
"9E,11Z,13E-Octadecatrienoic acid",CUXYLFPMQMFGPL-BGDVVUGTSA-N,FAMLS 4,278.22458,C18H30O2,279.2318612,296.2584012,301.2138012
Octacosanoic acid,UTOPWMOLSKOLTQ-UHFFFAOYSA-N,FAMLS 4,424.42803,C28H56O2,425.435312,442.461852,447.417252
Octadecanoic acid,QIQXTHQIDYTFRH-UHFFFAOYSA-N,FAMLS 4,284.27153,C18H36O2,285.2788114,302.3053514,307.2607514
Pentacosanoic acid,MWMPEAHGUXCSMY-UHFFFAOYSA-N,FAMLS 4,382.38108,C25H50O2,383.3883619,400.4149019,405.3703019
Pentadecanoic acid,WQEPLUUGTLDZJY-UHFFFAOYSA-N,FAMLS 4,242.22458,C15H30O2,243.2318612,260.2584012,265.2138012
Phytanic acid,RLCKHJSFHOZMDR-UHFFFAOYSA-N,FAMLS 4,312.30283,C20H40O2,313.3101115,330.3366515,335.2920515
Tetracosanoic acid,QZZGJDVWLFXDLK-UHFFFAOYSA-N,FAMLS 4,368.36543,C24H48O2,369.3727118,386.3992518,391.3546518
Tetradecanoic acid,TUNFSRHWOTWDNC-UHFFFAOYSA-N,FAMLS 4,228.20893,C14H28O2,229.2162111,246.2427511,251.1981511
trans-11-Eicosenoic acid,BITHHVVYSMSWAG-MDZDMXLPSA-N,FAMLS 4,310.28718,C20H38O2,311.2944615,328.3210015,333.2764015
Triacontanoic acid,VHOCUJPBKOZGJD-UHFFFAOYSA-N,FAMLS 4,452.45933,C30H60O2,453.4666122,470.4931522,475.4485522
Tridecanoic acid,SZHOJFHSIKHZHA-UHFFFAOYSA-N,FAMLS 4,214.19328,C13H26O2,215.2005611,232.2271011,237.1825011
Beta-Nicotinamide Adenine Dinucleotide,BAWFJGJZGIEFAR-NNYOXOHSSA-O,MSMLS 1,664.1164,C21H28N7O14P2,665.1242286,682.1507686,687.1061686
Citric acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,MSMLS 1,192.027,C6H8O7,193.0342836,210.0608236,215.0162236
Citrulline,RHGKLRLOHDJJDR-BYPYZUCNSA-N,MSMLS 1,175.09569,C6H13N3O3,176.1029723,193.1295123,198.0849123
Cysteine,XUJNEKJLAYXESH-REOHCLBHSA-N,MSMLS 1,121.01975,C3H7NO2S,122.0270306,139.0535706,144.0089706
Cytidine,UHDGCWIWMRVCDJ-XVFCMESISA-N,MSMLS 1,243.08552,C9H13N3O5,244.0928015,261.1193415,266.0747415
Glutamine,ZDXPYRJPNDTMRX-VKHMYHEASA-N,MSMLS 1,146.06914,C5H10N2O3,147.0764232,164.1029632,169.0583632
Hypotaurine,VVIUBCNYACGLLV-UHFFFAOYSA-N,MSMLS 1,109.01975,C2H7NO2S,110.0270306,127.0535706,132.0089706
Inosine,UGQMRVRMYYASKQ-KQYNXXCUSA-N,MSMLS 1,268.08077,C10H12N4O5,269.0880505,286.1145905,291.0699905
N-Acetylmannosamine,OVRNDRQMDRJTHS-ZTVVOAFPSA-N,MSMLS 1,221.08994,C8H15NO6,222.0972182,239.1237582,244.0791582
N-Acetylneuraminic acid,SQVRNKJHWKZAKO-PFQGKNLYSA-N,MSMLS 1,309.10598,C11H19NO9,310.1132622,327.1398022,332.0952022
N-Acetyltryptophan,DZTHIGRZJZPRDV-UHFFFAOYSA-N,MSMLS 1,246.10044,C13H14N2O3,247.1077233,264.1342633,269.0896633
Nicotinic acid,PVNIIMVLHYAWGP-UHFFFAOYSA-N,MSMLS 1,123.03203,C6H5NO2,124.0393094,141.0658494,146.0212494
N-Methyl-L-Alanine,GDFAOVXKHJXLEI-VKHMYHEASA-N,MSMLS 1,103.06333,C4H9NO2,104.0706095,121.0971495,126.0525495
Purine,KDCGOANMDULRCW-UHFFFAOYSA-N,MSMLS 1,120.0436,C5H4N4,121.0508771,138.0774171,143.0328171
Pyrimidine,CZPWVGJYEJSRLH-UHFFFAOYSA-N,MSMLS 1,80.03745,C4H4N2,81.04472914,98.07126914,103.0266691
Serine,MTCFGRXMJLQNBG-REOHCLBHSA-N,MSMLS 1,105.04259,C3H7NO3,106.0498741,123.0764141,128.0318141
Taurine,XOAAWQZATWQOTB-UHFFFAOYSA-N,MSMLS 1,125.01466,C2H7NO3S,126.0219453,143.0484853,148.0038853
Threonine,AYFVYJQAPQTCCC-GBXIJSLDSA-N,MSMLS 1,119.05824,C4H9NO3,120.0655242,137.0920642,142.0474642
Trans-Aconitic acid,GTZCVFVGUGFEME-HNQUOIGGSA-N,MSMLS 1,174.01644,C6H6O6,175.0237189,192.0502589,197.0056589
Uric acid,LEHOTFFKMJEONL-UHFFFAOYSA-N,MSMLS 1,168.02834,C5H4N4O3,169.035621,186.062161,191.017561
3-Phosphoglyceric acid,OSJPPGNTCRNQQC-UHFFFAOYSA-N,MSMLS 10,185.99294,C3H7O7P,187.0002206,204.0267606,208.9821606
5-Methylcytosine,LRSASMSXMSNRBT-UHFFFAOYSA-N,MSMLS 10,125.05891,C5H7N3O,126.0661929,143.0927329,148.0481329
6-Hydroxydopamine,DIVDFFZHCJEHGG-UHFFFAOYSA-N,MSMLS 10,169.07389,C8H11NO3,170.0811742,187.1077142,192.0631142
"Cytidine 2',3'-Cyclic Phosphate",NMPZCCZXCOMSDQ-XVFCMESISA-M,MSMLS 10,304.03401,C9H11N3O7P,305.0407427,322.0672827,327.0226827
Deoxyuridine Triphosphate,AHCYMLUZIRLXAA-SHYZEUOFSA-N,MSMLS 10,467.97361,C9H15N2O14P3,468.9808952,486.0074352,490.9628352
DGDP,CIKGWCTVFSRMJU-KVQBGUIXSA-N,MSMLS 10,427.02941,C10H15N5O10P2,428.0366967,445.0632367,450.0186367
Dihydroxyacetone Phosphate,GNGACRATGGDKBX-UHFFFAOYSA-N,MSMLS 10,169.99802,C3H7O6P,171.0053059,188.0318459,192.9872459
Galactose 1-Phosphate,HXXFSFRBOHSIMQ-FPRJBGLDSA-N,MSMLS 10,260.02972,C6H13O9P,261.037,278.06354,283.01894
"Gamma,Gamma-Dimethylallyl Pyrophosphate",CBIDRCWHNCKSTO-UHFFFAOYSA-N,MSMLS 10,246.00583,C5H12O7P2,247.0131077,264.0396477,268.9950477
Glyceric acid,RBNPOMFGQQGHHO-UWTATZPHSA-N,MSMLS 10,106.02661,C3H6O4,107.0338897,124.0604297,129.0158297
L-Carnitine,PHIQHXFUZVPYII-ZCFIWIBFSA-N,MSMLS 10,161.10519,C7H15NO3,162.1124743,179.1390143,184.0944143
Methyl Galactoside,HOVAGTYPODGVJG-XUUWZHRGSA-N,MSMLS 10,194.07904,C7H14O6,195.0863192,212.1128592,217.0682592
"N,N,N-Trimethyllysine",MXNRLFUSFKVQSK-UHFFFAOYSA-O,MSMLS 10,189.15975,C9H21N2O2,190.1675839,207.1941239,212.1495239
O-Acetylcarnitine,RDHQFKQIGNGIED-MRVPVSSYSA-N,MSMLS 10,203.11576,C9H17NO4,204.123039,221.149579,226.104979
Phosphoenolpyruvic acid,DTBNBXWJWCWCIK-UHFFFAOYSA-N,MSMLS 10,167.98237,C3H5O6P,168.9896559,186.0161959,190.9715959
Phosphorylcholine,YHHSONZFOIEMCP-UHFFFAOYSA-O,MSMLS 10,184.07332,C5H15NO4P,185.081151,202.107691,207.063091
Pyridoxal 5′-Phosphate,NGVDGCNFYWLIFO-UHFFFAOYSA-N,MSMLS 10,247.02457,C8H10NO6P,248.031855,265.058395,270.013795
Riboflavin,AUNGANRZJHBGPY-SCRDCRAPSA-N,MSMLS 10,376.13828,C17H20N4O6,377.1455654,394.1721054,399.1275054
Thiamine,JZRWCGZRTZMZEH-UHFFFAOYSA-N,MSMLS 10,265.11176,C12H17N4OS,266.1195884,283.1461284,288.1015284
Uridine Diphosphate Glucose,HSCJRCZFDFQWRP-JZMIEXBBSA-N,MSMLS 10,566.05502,C15H24N2O17P2,567.0623023,584.0888423,589.0442423
3-Nitro-L-Tyrosine,FBTSQILOGYXGMD-LURJTMIESA-N,MSMLS 11,226.05897,C9H10N2O5,227.0662524,244.0927924,249.0481924
5-Aminolevulinic acid,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,MSMLS 11,131.05824,C5H9NO3,132.0655242,149.0920642,154.0474642
5'-Deoxyadenosine,XGYIMTFOTBMPFP-KQYNXXCUSA-N,MSMLS 11,251.10184,C10H13N5O3,252.1091203,269.1356603,274.0910603
"Adenosine 3',5'-Diphosphate",WHTCPDAXWFLDIH-KQYNXXCUSA-N,MSMLS 11,427.02941,C10H15N5O10P2,428.0366967,445.0632367,450.0186367
Adp-Glucose,WFPZSXYXPSUOPY-ROYWQJLOSA-N,MSMLS 11,589.08224,C16H25N5O15P2,590.0895201,607.1160601,612.0714601
Cytidine Monophosphate,IERHLVCPSMICTF-XVFCMESISA-N,MSMLS 11,323.05185,C9H14N3O8P,324.0591324,341.0856724,346.0410724
Deoxyguanosine,YKBGVTZYEHREMT-KVQBGUIXSA-N,MSMLS 11,267.09675,C10H13N5O4,268.1040349,285.1305749,290.0859749
Deoxyuridine-Monophosphate,JSRLJPSBLDHEIO-SHYZEUOFSA-N,MSMLS 11,308.04095,C9H13N2O8P,309.0482334,326.0747734,331.0301734
Dihydroxyfumaric acid,BZCOSCNPHJNQBP-OWOJBTEDSA-N,MSMLS 11,148.00079,C4H4O6,149.0080688,166.0346088,170.9900088
FAD,VWWQXMAJTJZDQX-UYBVJOGSSA-N,MSMLS 11,785.15713,C27H33N9O15P2,786.1644164,803.1909564,808.1463564
Guanosine Diphosphate Mannose,MVMSCBBUIHUTGJ-GDJBGNAASA-N,MSMLS 11,605.07715,C16H25N5O16P2,606.0844347,623.1109747,628.0663747
Mannose 6-Phosphate,NBSCHQHZLSJFNQ-QTVWNMPRSA-N,MSMLS 11,260.02972,C6H13O9P,261.037,278.06354,283.01894
N-Alpha-Acetyllysine,VEYYWZRYIYDQJM-ZETCQYMHSA-N,MSMLS 11,188.11609,C8H16N2O3,189.1233734,206.1499134,211.1053134
O-Acetylserine,VZXPDPZARILFQX-BYPYZUCNSA-N,MSMLS 11,147.05316,C5H9NO4,148.0604388,165.0869788,170.0423788
O-Phosphocolamine,SUHOOTKUPISOBE-UHFFFAOYSA-N,MSMLS 11,141.01909,C2H8NO4P,142.0263757,159.0529157,164.0083157
P-Octopamine,QHGUCRYDKWKLMG-QMMMGPOBSA-N,MSMLS 11,153.07898,C8H11NO2,154.0862596,171.1127996,176.0681996
Pyridoxamine,NHZMQXZHNVQTQA-UHFFFAOYSA-N,MSMLS 11,168.08988,C8H12N2O2,169.0971586,186.1236986,191.0790986
"Ribose 1,5-Bisphosphate",YAHZABJORDUQGO-NQXXGFSBSA-J,MSMLS 11,305.95638,C5H8O11P2,306.9614661,323.9880061,328.9434061
Uridine Diphosphategalactose,HSCJRCZFDFQWRP-WBRQRZOHSA-N,MSMLS 11,566.05502,C15H24N2O17P2,567.0623023,584.0888423,589.0442423
Xanthosine-Monophosphate,DCTLYFZHFGENCW-UUOKFMHZSA-N,MSMLS 11,364.04201,C10H13N4O9P,365.049296,382.075836,387.031236
Adenine,GFFGJBXGBJISGV-UHFFFAOYSA-N,MSMLS 12,135.0545,C5H5N5,136.0617762,153.0883162,158.0437162
Aicar,NOTGFIUVDGNKRI-UUOKFMHZSA-N,MSMLS 12,338.06275,C9H15N4O8P,339.0700315,356.0965715,361.0519715
Carbamoyl Phosphate,FFQKYPRQEYGKAF-UHFFFAOYSA-N,MSMLS 12,140.98271,CH4NO5P,141.9899902,159.0165302,163.9719302
Fructose 6-Phosphate,BGWGXPAPYGQALX-VRPWFDPXSA-N,MSMLS 12,260.02972,C6H13O9P,261.037,278.06354,283.01894
Glutathione Reduced,RWSXRVCMGQZWBV-WDSKDSINSA-N,MSMLS 12,307.08381,C10H17N3O6S,308.0910875,325.1176275,330.0730275
Glyceraldehyde 3-Phosphate,LXJXRIRHZLFYRP-UHFFFAOYSA-N,MSMLS 12,169.99802,C3H7O6P,171.0053059,188.0318459,192.9872459
Guanosine Cyclic Monophosphate,ZOOGRGPOEVQQDX-UUOKFMHZSA-N,MSMLS 12,345.04743,C10H12N5O7P,346.0547157,363.0812557,368.0366557
Guanosine Diphosphate,QGWNDRXFNXRZMB-UUOKFMHZSA-N,MSMLS 12,443.02433,C10H15N5O11P2,444.0316113,461.0581513,466.0135513
Homocysteine Thiolactone,ZSEGSUBKDDEALH-UHFFFAOYSA-N,MSMLS 12,153.00151,C4H8ClNOS,154.0087937,171.0353337,175.9907337
Lauroylcarnitine,FUJLYHJROOYKRA-QGZVFWFLSA-N,MSMLS 12,343.27226,C19H37NO4,344.2795397,361.3060797,366.2614797
1-Methylnicotinamide,LDHMAVIPBRSVRG-UHFFFAOYSA-O,MSMLS 12,137.07094,C7H9N2O,138.0787689,155.1053089,160.0607089
L-Ornithine,AHLPHDHHMVZTML-UHFFFAOYSA-N,MSMLS 12,132.08988,C5H12N2O2,133.0971586,150.1236986,155.0790986
N-Acetylmethionine,XUYPXLNMDZIRQH-LURJTMIESA-N,MSMLS 12,191.06161,C7H13NO3S,192.0688955,209.0954355,214.0508355
Normetanephrine,YNYAYWLBAHXHLL-UHFFFAOYSA-N,MSMLS 12,183.08954,C9H13NO3,184.0968243,201.1233643,206.0787643
O-Phosphoserine,BZQFBWGGLXLEPQ-UHFFFAOYSA-N,MSMLS 12,185.00892,C3H8NO6P,186.016205,203.042745,207.998145
Orotic acid,PXQPEWDEAKTCGB-UHFFFAOYSA-N,MSMLS 12,156.01711,C5H4N2O4,157.0243876,174.0509276,179.0063276
Phosphoribosyl Pyrophosphate,PQGCEDQWHSBAJP-TXICZTDVSA-N,MSMLS 12,389.95181,C5H13O14P3,390.9590971,407.9856371,412.9410371
S-Adenosylhomocysteine,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,MSMLS 12,384.12159,C14H20N6O5S,385.1288699,402.1554099,407.1108099
Spermine,PFNFFQXMRSDOHW-UHFFFAOYSA-N,MSMLS 12,202.21575,C10H26N4,203.2230279,220.2495679,225.2049679
